occurrence_id,value,bin,procedure,local_role,context
258,0.05,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.05
259,0.10,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.10)
260,0.03,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.03
261,0.20,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.20)
262,0.02,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.02
263,0.03,behavioral,iran-utility-of,iran-utility-of::asset-cost,set asset-cost 0.03
264,0.04,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage - 0.04)
265,0.22,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.22)
266,0.05,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.05
267,0.06,behavioral,iran-utility-of,iran-utility-of::asset-cost,set asset-cost 0.06
268,0.17,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.17)
269,0.03,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.03
270,0.05,behavioral,iran-utility-of,iran-utility-of::asset-cost,set asset-cost 0.05
271,0.12,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.12)
272,0.06,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.06
273,0.06,behavioral,iran-utility-of,iran-utility-of::asset-cost,set asset-cost 0.06
274,0.18,behavioral,iran-utility-of,iran-utility-of::economic-leverage,set economic-leverage (economic-leverage + 0.18)
275,0.10,behavioral,iran-utility-of,iran-utility-of::sovereignty-loss,set sovereignty-loss 0.10
276,0.12,behavioral,iran-utility-of,iran-utility-of::asset-cost,set asset-cost 0.12
277,1.15,behavioral,iran-utility-of,iran-utility-of::_,let zeta 1.15
278,0.85,behavioral,iran-utility-of,iran-utility-of::_,let eta 0.85
279,0.70,behavioral,iran-utility-of,iran-utility-of::_,let theta 0.70
280,0.95,behavioral,iran-utility-of,iran-utility-of::_,let kappa 0.95
281,0.35,behavioral,iran-utility-of,iran-utility-of::_,if stability < 0.35 [
282,0.35,behavioral,iran-utility-of,iran-utility-of::_,let pressure ((0.35 - stability) / 0.35)
283,0.35,behavioral,iran-utility-of,iran-utility-of::_,let pressure ((0.35 - stability) / 0.35)
284,0.35,behavioral,iran-utility-of,iran-utility-of::u,set u (u - (pressure * 0.35))
285,0.35,behavioral,iran-utility-of,iran-utility-of::u,set u (u + (pressure * 0.35))
286,0.18,behavioral,iran-utility-of,iran-utility-of::u,if act =   [ set u (u + 0.18) ]
287,0.08,behavioral,iran-utility-of,iran-utility-of::u,if act =   [ set u (u + 0.08) ]
288,0.15,behavioral,iran-utility-of,iran-utility-of::u,if act =   [ set u (u - 0.15) ]
289,0.45,behavioral,iran-utility-of,iran-utility-of::u,if diplomatic-momentum > 0.45 [ set u (u + 0.14) ]
290,0.14,behavioral,iran-utility-of,iran-utility-of::u,if diplomatic-momentum > 0.45 [ set u (u + 0.14) ]
291,0.35,behavioral,iran-utility-of,iran-utility-of::u,if buffer < 0.35 [ set u (u + 0.10) ]
292,0.10,behavioral,iran-utility-of,iran-utility-of::u,if buffer < 0.35 [ set u (u + 0.10) ]
293,0.70,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.70 [ set u (u + 0.06) ]
294,0.06,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.70 [ set u (u + 0.06) ]
295,0.35,behavioral,iran-utility-of,iran-utility-of::u,if buffer < 0.35 [ set u (u + 0.18) ]
296,0.18,behavioral,iran-utility-of,iran-utility-of::u,if buffer < 0.35 [ set u (u + 0.18) ]
297,0.40,behavioral,iran-utility-of,iran-utility-of::u,if diplomatic-momentum > 0.40 [ set u (u + 0.06) ]
298,0.06,behavioral,iran-utility-of,iran-utility-of::u,if diplomatic-momentum > 0.40 [ set u (u + 0.06) ]
299,0.40,behavioral,iran-utility-of,iran-utility-of::u,if market-memory > 0.40 [ set u (u + 0.12) ]
300,0.12,behavioral,iran-utility-of,iran-utility-of::u,if market-memory > 0.40 [ set u (u + 0.12) ]
301,95,behavioral,iran-utility-of,iran-utility-of::u,if brent-crude-price > 95 [ set u (u + 0.08) ]
302,0.08,behavioral,iran-utility-of,iran-utility-of::u,if brent-crude-price > 95 [ set u (u + 0.08) ]
303,15,behavioral,iran-utility-of,iran-utility-of::u,if assets < 15 [ set u (u - 0.08) ]
304,0.08,behavioral,iran-utility-of,iran-utility-of::u,if assets < 15 [ set u (u - 0.08) ]
305,20,behavioral,iran-utility-of,iran-utility-of::u,if assets < 20 [ set u (u - 0.30) ]
306,0.30,behavioral,iran-utility-of,iran-utility-of::u,if assets < 20 [ set u (u - 0.30) ]
307,0.75,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.75 [ set u (u - 0.18) ]
308,0.18,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.75 [ set u (u - 0.18) ]
309,20,behavioral,iran-utility-of,iran-utility-of::u,if assets < 20 [ set u (u - 0.18) ]
310,0.18,behavioral,iran-utility-of,iran-utility-of::u,if assets < 20 [ set u (u - 0.18) ]
311,0.80,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.80 [ set u (u - 0.08) ]
312,0.08,behavioral,iran-utility-of,iran-utility-of::u,if invade-belief > 0.80 [ set u (u - 0.08) ]
313,0.20,behavioral,iran-utility-of,iran-utility-of::u,set u (u - 0.20)
314,0,behavioral,iran-utility-of,iran-utility-of::_,report ((u - asset-cost) + random-normal 0 decision-noise)
315,1,behavioral,israel-utility-of,israel-utility-of::_,let threat (1 - sec)
316,0,behavioral,israel-utility-of,israel-utility-of::_,let threat-reduction 0
317,0,behavioral,israel-utility-of,israel-utility-of::_,let us-friction-cost 0
318,0,behavioral,israel-utility-of,israel-utility-of::_,let escalation-risk 0
319,0.02,behavioral,israel-utility-of,israel-utility-of::threat-reduction,set threat-reduction 0.02
320,0,behavioral,israel-utility-of,israel-utility-of::us-friction-cost,set us-friction-cost 0
321,0,behavioral,israel-utility-of,israel-utility-of::escalation-risk,set escalation-risk 0
322,0.16,behavioral,israel-utility-of,israel-utility-of::threat-reduction,set threat-reduction 0.16
323,0.04,behavioral,israel-utility-of,israel-utility-of::us-friction-cost,set us-friction-cost 0.04
324,0.08,behavioral,israel-utility-of,israel-utility-of::escalation-risk,set escalation-risk 0.08
325,0.24,behavioral,israel-utility-of,israel-utility-of::threat-reduction,set threat-reduction 0.24
326,0.10,behavioral,israel-utility-of,israel-utility-of::us-friction-cost,set us-friction-cost 0.10
327,0.16,behavioral,israel-utility-of,israel-utility-of::escalation-risk,set escalation-risk 0.16
328,0.40,behavioral,israel-utility-of,israel-utility-of::threat-reduction,set threat-reduction 0.40
329,0.18,behavioral,israel-utility-of,israel-utility-of::us-friction-cost,set us-friction-cost 0.18
330,0.25,behavioral,israel-utility-of,israel-utility-of::escalation-risk,set escalation-risk 0.25
331,0.90,behavioral,israel-utility-of,israel-utility-of::_,let omega 0.90
332,0.55,behavioral,israel-utility-of,israel-utility-of::_,let phi 0.55
333,0.40,behavioral,israel-utility-of,israel-utility-of::_,let psi 0.40
334,1,behavioral,israel-utility-of,israel-utility-of::_,- (phi * (us-friction-cost * (1 - friction)))
335,0.60,behavioral,israel-utility-of,israel-utility-of::u,if act =   and threat > 0.60 [ set u (u + 0.20) ]
336,0.20,behavioral,israel-utility-of,israel-utility-of::u,if act =   and threat > 0.60 [ set u (u + 0.20) ]
337,0.75,behavioral,israel-utility-of,israel-utility-of::u,if act =   and threat > 0.75 [ set u (u + 0.15) ]
338,0.15,behavioral,israel-utility-of,israel-utility-of::u,if act =   and threat > 0.75 [ set u (u + 0.15) ]
339,0.05,behavioral,israel-utility-of,israel-utility-of::u,if last-us-action =   and act =   [ set u (u + 0.05) ]
340,0.70,behavioral,israel-utility-of,israel-utility-of::u,if last-us-action =   and act =   and threat > 0.70 [ set u (u + 0.10) ]
341,0.10,behavioral,israel-utility-of,israel-utility-of::u,if last-us-action =   and act =   and threat > 0.70 [ set u (u + 0.10) ]
342,0.60,behavioral,israel-utility-of,israel-utility-of::u,if military-degradation > 0.60 and act =   [ set u (u + 0.12) ]
343,0.12,behavioral,israel-utility-of,israel-utility-of::u,if military-degradation > 0.60 and act =   [ set u (u + 0.12) ]
344,0.18,behavioral,israel-utility-of,israel-utility-of::u,if act =   [ set u (u - (0.18 * israel-incomplete-victory-aversion)) ]
345,0.10,behavioral,israel-utility-of,israel-utility-of::u,if act =   [ set u (u + (0.10 * israel-incomplete-victory-aversion)) ]
346,0.14,behavioral,israel-utility-of,israel-utility-of::u,if act =   [ set u (u + (0.14 * israel-incomplete-victory-aversion)) ]
347,0.04,behavioral,israel-utility-of,israel-utility-of::u,if act =   [ set u (u + (0.04 * israel-incomplete-victory-aversion)) ]
348,0.30,behavioral,israel-utility-of,israel-utility-of::_,if act =   and diplomatic-momentum > 0.30 [
349,0.12,behavioral,israel-utility-of,israel-utility-of::u,set u (u - 0.12)
350,0.06,behavioral,israel-utility-of,israel-utility-of::u,set u (u + 0.06)
351,0.08,behavioral,israel-utility-of,israel-utility-of::u,set u (u - 0.08)
352,0.05,behavioral,israel-utility-of,israel-utility-of::u,set u (u - 0.05)
353,8,behavioral,israel-utility-of,israel-utility-of::u,if act =   and ticks < 8 [ set u (u - 0.40) ]
354,0.40,behavioral,israel-utility-of,israel-utility-of::u,if act =   and ticks < 8 [ set u (u - 0.40) ]
355,4,behavioral,israel-utility-of,israel-utility-of::u,if act =   and ticks < 4 [ set u (u - 0.15) ]
356,0.15,behavioral,israel-utility-of,israel-utility-of::u,if act =   and ticks < 4 [ set u (u - 0.15) ]
357,0,behavioral,israel-utility-of,israel-utility-of::_,report (u + random-normal 0 decision-noise)
358,0,behavioral,execute-actions,execute-actions::regional-strike-volume,set regional-strike-volume 0
359,0,behavioral,execute-actions,execute-actions::proxy-attack-level,set proxy-attack-level 0
360,0.005,behavioral,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.005) 0 1) ]
361,0,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.005) 0 1) ]
362,1,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.005) 0 1) ]
363,0.004,behavioral,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
364,0,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
365,1,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
366,1,behavioral,execute-us-action,execute-us-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 1)
367,0.03,behavioral,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.03) 0 1)
368,0,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.03) 0 1)
369,1,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.03) 0 1)
370,0.004,behavioral,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
371,0,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
372,1,scale-bound,execute-us-action,execute-us-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.004) 0 1) ]
373,2,behavioral,execute-us-action,execute-us-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 2)
374,0.10,behavioral,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.10) 0 1)
375,0,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.10) 0 1)
376,1,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.10) 0 1)
377,0.03,behavioral,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.03) 0 1)
378,0,scale-bound,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.03) 0 1)
379,1,scale-bound,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.03) 0 1)
380,0.08,behavioral,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.08) 0 1)
381,0,scale-bound,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.08) 0 1)
382,1,scale-bound,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.08) 0 1)
383,8,behavioral,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 8) 0 100)
384,0,scale-bound,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 8) 0 100)
385,100,scale-bound,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 8) 0 100)
386,3,behavioral,execute-us-action,execute-us-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 3)
387,0.28,behavioral,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.28) 0 1)
388,0,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.28) 0 1)
389,1,scale-bound,execute-us-action,execute-us-action::military-degradation,set military-degradation (bound (military-degradation + 0.28) 0 1)
390,0.18,behavioral,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.18) 0 1)
391,0,scale-bound,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.18) 0 1)
392,1,scale-bound,execute-us-action,execute-us-action::us-casualties,set us-casualties (bound (us-casualties + 0.18) 0 1)
393,0.18,behavioral,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.18) 0 1)
394,0,scale-bound,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.18) 0 1)
395,1,scale-bound,execute-us-action,execute-us-action::regime-stability,set regime-stability (bound (regime-stability - 0.18) 0 1)
396,15,behavioral,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
397,0,scale-bound,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
398,100,scale-bound,execute-us-action,execute-us-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
399,1,behavioral,execute-israel-action,execute-israel-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 1)
400,0.08,behavioral,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.08) 0 1)
401,0,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.08) 0 1)
402,1,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.08) 0 1)
403,0.05,behavioral,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.05) 0 1)
404,0,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.05) 0 1)
405,1,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.05) 0 1)
406,6,behavioral,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 6) 0 100)
407,0,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 6) 0 100)
408,100,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 6) 0 100)
409,2,behavioral,execute-israel-action,execute-israel-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 2)
410,0.15,behavioral,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.15) 0 1)
411,0,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.15) 0 1)
412,1,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.15) 0 1)
413,0.12,behavioral,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.12) 0 1)
414,0,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.12) 0 1)
415,1,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.12) 0 1)
416,12,behavioral,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 12) 0 100)
417,0,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 12) 0 100)
418,100,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 12) 0 100)
419,0.05,behavioral,execute-israel-action,execute-israel-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.05) 0 1) ]
420,0,scale-bound,execute-israel-action,execute-israel-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.05) 0 1) ]
421,1,scale-bound,execute-israel-action,execute-israel-action::electoral-proximity,ask us-agent [ set electoral-proximity (bound (electoral-proximity + 0.05) 0 1) ]
422,3,behavioral,execute-israel-action,execute-israel-action::regional-strike-volume,set regional-strike-volume (regional-strike-volume + 3)
423,0.25,behavioral,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.25) 0 1)
424,0,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.25) 0 1)
425,1,scale-bound,execute-israel-action,execute-israel-action::military-degradation,set military-degradation (bound (military-degradation + 0.25) 0 1)
426,0.20,behavioral,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.20) 0 1)
427,0,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.20) 0 1)
428,1,scale-bound,execute-israel-action,execute-israel-action::regime-stability,set regime-stability (bound (regime-stability - 0.20) 0 1)
429,15,behavioral,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
430,0,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
431,100,scale-bound,execute-israel-action,execute-israel-action::asymmetric-assets,set asymmetric-assets (bound (asymmetric-assets - 15) 0 100)
432,0.10,behavioral,execute-israel-action,execute-israel-action::us-casualties,set us-casualties (bound (us-casualties + 0.10) 0 1)
433,0,scale-bound,execute-israel-action,execute-israel-action::us-casualties,set us-casualties (bound (us-casualties + 0.10) 0 1)
434,1,scale-bound,execute-israel-action,execute-israel-action::us-casualties,set us-casualties (bound (us-casualties + 0.10) 0 1)
435,0.10,behavioral,execute-israel-action,execute-israel-action::_,let miscoord-risk (0.10 + (0.30 * decision-noise) + (0.15 * observation-error-rate))
436,0.30,behavioral,execute-israel-action,execute-israel-action::_,let miscoord-risk (0.10 + (0.30 * decision-noise) + (0.15 * observation-error-rate))
437,0.15,behavioral,execute-israel-action,execute-israel-action::_,let miscoord-risk (0.10 + (0.30 * decision-noise) + (0.15 * observation-error-rate))
438,0.12,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if member? last-us-action [   ] [ set miscoord-risk (miscoord-risk + 0.12) ]
439,0.06,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if last-us-action =   [ set miscoord-risk (miscoord-risk + 0.06) ]
440,0.40,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if diplomatic-momentum > 0.40 [ set miscoord-risk (miscoord-risk - 0.12) ]
441,0.12,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if diplomatic-momentum > 0.40 [ set miscoord-risk (miscoord-risk - 0.12) ]
442,0.30,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if [security-perception] of israel-agent < 0.30 [ set miscoord-risk (miscoord-risk + 0.06) ]
443,0.06,behavioral,execute-israel-action,execute-israel-action::miscoord-risk,if [security-perception] of israel-agent < 0.30 [ set miscoord-risk (miscoord-risk + 0.06) ]
444,1,behavioral,execute-israel-action,execute-israel-action::accidental-war?,if (random-float 1) < (bound miscoord-risk 0.03 0.65) [ set accidental-war? true ]
445,0.03,scale-bound,execute-israel-action,execute-israel-action::accidental-war?,if (random-float 1) < (bound miscoord-risk 0.03 0.65) [ set accidental-war? true ]
446,0.65,scale-bound,execute-israel-action,execute-israel-action::accidental-war?,if (random-float 1) < (bound miscoord-risk 0.03 0.65) [ set accidental-war? true ]
447,1,behavioral,execute-iran-action,execute-iran-action::_,ask n-of (min (list 1 (count mines))) mines [ die ]
448,0.14,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.14) 0.10 0.98)
449,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.14) 0.10 0.98)
450,0.98,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.14) 0.10 0.98)
451,0.05,behavioral,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.05) 0.10 1)
452,0.10,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.05) 0.10 1)
453,1,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.05) 0.10 1)
454,0.03,behavioral,execute-iran-action,execute-iran-action::gnss-reliability,set gnss-reliability (bound (gnss-reliability + 0.03) 0.15 1)
455,0.15,scale-bound,execute-iran-action,execute-iran-action::gnss-reliability,set gnss-reliability (bound (gnss-reliability + 0.03) 0.15 1)
456,1,scale-bound,execute-iran-action,execute-iran-action::gnss-reliability,set gnss-reliability (bound (gnss-reliability + 0.03) 0.15 1)
457,0.04,behavioral,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.04) 0 1)
458,0,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.04) 0 1)
459,1,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.04) 0 1)
460,0.03,behavioral,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory - 0.03) 0 1)
461,0,scale-bound,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory - 0.03) 0 1)
462,1,scale-bound,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory - 0.03) 0 1)
463,0.03,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory - 0.03) 0 1)
464,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory - 0.03) 0 1)
465,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory - 0.03) 0 1)
466,0.01,behavioral,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
467,0,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
468,1,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.01) 0 1)
469,2,behavioral,execute-iran-action,execute-iran-action::_,ask n-of (min (list 2 (count mines))) mines [ die ]
470,0.08,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.08) 0.10 0.97)
471,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.08) 0.10 0.97)
472,0.97,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor + 0.08) 0.10 0.97)
473,0.02,behavioral,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.02) 0.10 1)
474,0.10,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.02) 0.10 1)
475,1,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability + 0.02) 0.10 1)
476,0.02,behavioral,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.02) 0 1)
477,0,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.02) 0 1)
478,1,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution - 0.02) 0 1)
479,0.02,behavioral,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.02) 0 1)
480,0,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.02) 0 1)
481,1,scale-bound,execute-iran-action,execute-iran-action::economic-buffer,set economic-buffer (bound (economic-buffer + 0.02) 0 1)
482,0.04,behavioral,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.04) 0.10 0.97)
483,0.10,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.04) 0.10 0.97)
484,0.97,scale-bound,execute-iran-action,execute-iran-action::permission-factor,set permission-factor (bound (permission-factor - 0.04) 0.10 0.97)
485,0.03,behavioral,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability - 0.03) 0.10 1)
486,0.10,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability - 0.03) 0.10 1)
487,1,scale-bound,execute-iran-action,execute-iran-action::insurance-availability,set insurance-availability (bound (insurance-availability - 0.03) 0.10 1)
488,0.08,behavioral,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution + 0.08) 0 1)
489,0,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution + 0.08) 0 1)
490,1,scale-bound,execute-iran-action,execute-iran-action::operator-caution,set operator-caution (bound (operator-caution + 0.08) 0 1)
491,0.06,behavioral,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory + 0.06) 0 1)
492,0,scale-bound,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory + 0.06) 0 1)
493,1,scale-bound,execute-iran-action,execute-iran-action::insurer-memory,set insurer-memory (bound (insurer-memory + 0.06) 0 1)
494,0.05,behavioral,execute-iran-action,execute-iran-action::operator-memory,set operator-memory (bound (operator-memory + 0.05) 0 1)
495,0,scale-bound,execute-iran-action,execute-iran-action::operator-memory,set operator-memory (bound (operator-memory + 0.05) 0 1)
496,1,scale-bound,execute-iran-action,execute-iran-action::operator-memory,set operator-memory (bound (operator-memory + 0.05) 0 1)
497,0.08,behavioral,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
498,0,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
499,1,scale-bound,execute-iran-action,execute-iran-action::market-memory,set market-memory (bound (market-memory + 0.08) 0 1)
